City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,grootfontein,-19.5667,18.1167,22.93,64,100,1.06,NA,1707118551
364,igrim,63.1906,64.4162,-20.38,97,97,1.15,RU,1707118551
365,lerwick,60.1545,-1.1494,3.0,83,100,0.53,GB,1707118551
366,lycksele,64.5954,18.6735,-5.07,80,100,4.63,SE,1707118551
367,bismarck,46.8083,-100.7837,2.58,98,100,4.63,US,1707118500
368,racine,42.7495,-88.0751,0.24,95,100,2.57,US,1707118339
369,nemuro,43.3236,145.575,-6.34,64,93,5.81,JP,1707118552
370,jackson,42.4165,-122.8345,6.58,80,100,1.54,US,1707118541
371,neryungri,56.6709,124.6491,-25.14,96,16,0.06,RU,1707118552
372,la ronge,55.1001,-105.2842,-5.86,86,100,3.6,CA,1707118552
373,kumru,40.8744,37.2639,7.46,69,100,3.82,TR,1707118553
374,tongliao,43.6125,122.2653,-9.68,77,100,3.08,CN,1707118553
375,areia branca,-4.9561,-37.1369,25.17,83,15,4.7,BR,1707118553
376,pariaman,-0.619,100.12,33.03,72,100,2.95,ID,1707118553
377,sebastopol,44.6,33.5333,8.89,59,100,2.24,UA,1707118554
378,summerland,49.5998,-119.6691,1.1,86,100,1.54,CA,1707118554
379,valdosta,30.8327,-83.2785,11.95,94,100,0.0,US,1707118554
380,altay,47.8667,88.1167,-6.95,82,12,0.14,CN,1707118554
381,pavlodar,52.3,76.95,-3.11,74,20,7.0,KZ,1707118554
382,selfoss,63.9331,-20.9971,-11.23,78,100,5.7,IS,1707118554
383,saldanha,-33.0117,17.9442,21.03,81,100,4.24,ZA,1707118555
384,schwandorf in bayern,49.3264,12.1097,8.49,85,100,7.13,DE,1707118555
385,cafayate,-26.073,-65.9761,20.21,79,100,2.63,AR,1707118555
386,vernon,50.2581,-119.2691,1.45,87,90,1.79,CA,1707118555
387,tonj,7.2737,28.6822,31.13,12,80,4.13,SS,1707118556
388,reggane,26.7158,0.1714,13.47,43,3,7.19,DZ,1707118556
389,tsiombe,-25.3,45.4833,30.45,56,73,2.12,MG,1707118556
390,langtoucun,40.0261,124.3286,-1.86,78,100,2.05,CN,1707118556
391,luderitz,-26.6481,15.1594,23.63,63,61,2.58,NA,1707118556
392,arendal,58.4615,8.7725,0.89,68,100,5.83,NO,1707118557
393,weyburn,49.6668,-103.8511,2.12,93,100,4.63,CA,1707118557
394,queenstown,-31.8976,26.8753,27.66,37,0,1.68,ZA,1707118557
395,noshiro,40.2039,140.0242,0.46,65,100,3.58,JP,1707118557
396,tual,-5.6667,132.75,28.71,77,88,5.92,ID,1707118557
397,fisterra,42.9049,-9.2629,10.01,78,100,1.83,ES,1707118558
398,estevan,49.1334,-102.9842,3.19,100,100,4.63,CA,1707118558
399,tobruk,32.0836,23.9764,14.89,69,72,5.95,LY,1707118558
400,iwanai,42.9744,140.5089,-6.49,87,26,2.42,JP,1707118558
401,ghat,24.9647,10.1728,11.05,39,0,0.82,LY,1707118558
402,santa elena de uairen,4.6167,-61.1333,22.23,64,83,1.2,VE,1707118559
403,kyaikkami,16.08,97.5675,27.66,54,1,3.93,MM,1707118559
404,karkira,36.9292,6.5856,14.51,61,3,2.09,DZ,1707118559
405,mar del plata,-38.0023,-57.5575,16.08,79,0,3.13,AR,1707118489
406,aur,8.1499,171.1687,27.32,81,88,7.41,MH,1707118559
407,kirensk,57.7853,108.1119,-9.46,86,97,3.13,RU,1707118560
408,karachi,24.9056,67.0822,20.9,64,40,3.6,PK,1707118560
409,puerto baquerizo moreno,-0.9,-89.6,24.86,79,83,4.39,EC,1707118560
410,shimla,31.1,77.1667,7.39,87,75,2.57,IN,1707118560
411,adel,31.1371,-83.4235,10.94,99,38,0.43,US,1707118560
412,kiunga,-6.1219,141.2906,28.13,81,100,1.16,PG,1707118561
413,tomatlan,19.9333,-105.25,16.33,32,0,1.57,MX,1707118561
414,trairi,-3.2778,-39.2689,28.19,64,100,5.71,BR,1707118317
415,brookings,44.3114,-96.7984,0.03,100,100,0.0,US,1707118561
416,gadzhiyevo,69.2551,33.3362,-16.58,96,17,2.99,RU,1707118561
417,santana,-0.0583,-51.1817,26.1,94,0,1.54,BR,1707118562
418,la'ie,21.6477,-157.9253,21.98,79,1,4.47,US,1707118562
419,solleftea,63.1667,17.2667,-5.08,94,99,1.86,SE,1707118562
420,farah,32.5,62.5,10.84,15,0,1.35,AF,1707118562
421,huntington,38.4193,-82.4452,6.5,64,0,2.57,US,1707118491
422,achacachi,-16.05,-68.6833,5.3,83,16,2.34,BO,1707118563
423,narrabri,-30.3167,149.7833,36.4,40,100,0.45,AU,1707118563
424,afaahiti,-17.75,-149.2833,26.93,85,100,6.68,PF,1707118563
425,kerugoya,-0.4989,37.2803,24.68,50,79,3.58,KE,1707118564
426,tulun,54.5611,100.5792,-7.9,83,52,2.41,RU,1707118564
427,kargil,34.5667,76.1,-12.82,76,33,0.75,IN,1707118564
428,kiruna,67.8557,20.2251,-8.49,93,100,1.54,SE,1707118534
429,biltine,14.5333,20.9167,23.01,14,19,7.3,TD,1707118565
430,vila do maio,15.1333,-23.2167,20.44,64,0,5.4,CV,1707118565
431,dadukou,26.5479,101.7054,22.7,24,6,1.22,CN,1707118565
432,arteche,12.2645,125.4048,27.39,77,29,3.63,PH,1707118565
433,toba,34.4833,136.85,6.0,92,100,7.23,JP,1707118566
434,midelt,32.6852,-4.7451,6.16,33,100,1.48,MA,1707118566
435,palmer,42.1584,-72.3287,-0.77,56,0,2.06,US,1707118424
436,mwene-ditu,-7.0,23.45,20.03,97,100,1.63,CD,1707118566
437,greymouth,-42.4667,171.2,15.54,92,12,1.14,NZ,1707118566
438,santa cruz de bezana,43.4437,-3.9032,7.59,100,24,0.89,ES,1707118567
439,mitsamiouli,-11.3847,43.2844,28.76,75,99,3.41,KM,1707118567
440,bayanhongor,46.7167,100.1167,-17.45,83,9,0.56,MN,1707118567
441,margarita belen,-27.2616,-58.9722,27.25,60,4,2.85,AR,1707118567
442,tocopilla,-22.092,-70.1979,22.34,68,2,1.95,CL,1707118314
443,aasiaat,68.7098,-52.8699,-31.75,89,7,2.42,GL,1707118568
444,sao felix do xingu,-6.6447,-51.995,22.17,99,100,0.23,BR,1707118568
445,yelizovo,53.1873,158.3805,-5.92,73,100,3.13,RU,1707118568
446,cabedelo,-6.9811,-34.8339,25.37,84,53,5.44,BR,1707118568
447,korets,50.6165,27.1605,4.1,93,100,10.95,UA,1707118569
448,bayan,46.0833,127.4,-14.45,91,76,1.53,CN,1707118569
449,smithers,54.7804,-127.1743,-10.82,92,0,1.03,CA,1707118537
450,ust'-charyshskaya pristan',52.3934,83.6635,-2.72,78,100,2.95,RU,1707118569
451,jiayuguan,39.8167,98.3,-3.76,62,5,3.48,CN,1707118570
452,shingu,33.7333,135.9833,10.12,94,100,3.8,JP,1707118570
453,al hudaydah,14.7978,42.9545,27.98,67,66,4.76,YE,1707118570
454,eghezee,50.5851,4.9028,9.18,88,69,8.42,BE,1707118570
455,hemsby,52.6971,1.6918,9.13,87,88,11.06,GB,1707118571
456,pimenta bueno,-11.6725,-61.1936,22.21,98,100,1.59,BR,1707118571
457,bintulu,3.1667,113.0333,31.23,66,40,2.06,MY,1707118459
458,vila franca do campo,37.7167,-25.4333,18.27,99,100,4.28,PT,1707118571
459,port macquarie,-31.4333,152.9167,27.16,73,100,7.06,AU,1707118571
460,wangjing,24.6,94.0333,19.99,40,76,4.31,IN,1707118572
461,sitia,35.2,26.0986,12.77,63,0,4.98,GR,1707118572
462,crane,31.3974,-102.3501,8.5,70,0,5.52,US,1707118572
463,tindouf,27.6711,-8.1474,10.07,44,100,5.28,DZ,1707118573
464,new castle,41.0037,-80.347,0.45,76,0,1.54,US,1707118560
465,hecun,36.5333,114.1111,1.78,57,37,3.15,CN,1707118573
466,shiraoi,42.55,141.35,-3.22,72,78,4.61,JP,1707118573
467,shimoda,34.6667,138.95,5.2,96,100,13.78,JP,1707118574
468,bakanas,44.8081,76.2772,0.2,74,42,0.9,KZ,1707118574
469,suva,-18.1416,178.4415,25.71,94,75,1.54,FJ,1707118574
470,saint-felicien,48.6501,-72.4491,-10.72,85,20,2.06,CA,1707118574
471,tamanrasset,22.785,5.5228,8.83,24,0,7.34,DZ,1707118575
472,taulaga,-11.0553,-171.0883,29.31,77,98,9.62,AS,1707118575
473,yeniseysk,58.4497,92.1703,-1.7,83,100,4.92,RU,1707118575
474,ghanzi,-21.5667,21.7833,31.26,30,100,3.46,BW,1707118575
475,hakui,36.8833,136.7833,1.79,98,100,6.29,JP,1707118576
476,mastung,29.7994,66.845,8.0,23,0,0.88,PK,1707118576
477,jawf al maqbabah,13.8378,45.8349,24.52,44,48,2.05,YE,1707118576
478,ishigaki,24.3448,124.1572,18.07,94,75,7.72,JP,1707118576
479,port saint john's,-31.6229,29.5448,28.26,61,0,2.92,ZA,1707118460
480,charters towers,-20.1,146.2667,29.96,62,100,4.69,AU,1707118577
481,dawei,14.0833,98.2,31.04,38,82,4.36,MM,1707118577
482,garissa,-0.4536,39.6401,31.42,50,98,2.99,KE,1707118577
483,zaozersk,69.4005,32.4476,-17.25,98,23,2.36,RU,1707118577
484,mount hagen,-5.8581,144.2274,23.42,69,40,9.26,PG,1707118578
485,bang saphan,11.2126,99.5117,32.07,47,99,3.6,TH,1707118578
486,great falls,47.5002,-111.3008,-6.44,89,0,1.54,US,1707118578
487,shalqar,47.8333,59.6,1.01,100,100,7.36,KZ,1707118578
488,kharp,66.8014,65.8081,-18.28,99,90,1.56,RU,1707118579
489,sept-iles,50.2001,-66.3821,-7.71,48,0,6.69,CA,1707118579
490,chicoana,-25.1009,-65.5331,20.59,76,100,0.99,AR,1707118579
491,kenai,60.5544,-151.2583,-10.97,92,100,2.06,US,1707118579
492,sungai penuh,-2.0833,101.3833,23.48,83,96,1.78,ID,1707118580
493,san jose de jachal,-30.2406,-68.7469,24.02,55,100,0.78,AR,1707118580
494,comandante fontana,-25.3345,-59.6821,24.87,67,89,2.54,AR,1707118580
495,northam,51.0333,-4.2167,12.03,97,100,7.95,GB,1707118580
496,ed damer,17.5928,33.9592,22.21,29,89,8.28,SD,1707118580
497,mazamari,-11.3258,-74.5308,20.3,97,100,0.91,PE,1707118581
498,thunder bay,48.4001,-89.3168,1.95,80,100,2.06,CA,1707118384
499,cekerek,40.0731,35.4947,3.61,70,100,3.63,TR,1707118581
500,angren,41.0167,70.1436,4.84,64,100,0.66,UZ,1707118581
501,mil'kovo,55.6078,37.7956,-1.27,95,100,2.49,RU,1707118582
502,harnosand,62.6323,17.9379,-4.99,80,92,5.57,SE,1707118582
503,cidreira,-30.1811,-50.2056,22.44,95,31,1.94,BR,1707118582
504,humberto de campos,-2.5983,-43.4611,25.01,93,51,2.32,BR,1707118582
505,kerouane,9.2667,-9.0167,23.18,24,100,1.41,GN,1707118582
506,aleksandrovskoye,44.7142,43.0008,1.25,98,100,5.0,RU,1707118583
507,sao jose da coroa grande,-8.8978,-35.1478,25.7,84,18,2.57,BR,1707118583
508,brandon,27.9378,-82.2859,16.12,91,0,1.54,US,1707118377
509,zemio,5.0314,25.1361,31.87,16,51,4.58,CF,1707118583
510,weno,7.4515,151.8468,28.97,74,75,5.66,FM,1707118584
511,pemangkat,1.1667,108.9667,28.29,74,90,3.64,ID,1707118584
512,puerto carreno,6.189,-67.4859,25.36,84,98,2.95,CO,1707118584
513,uberaba,-19.7483,-47.9319,21.32,94,40,2.06,BR,1707118330
514,balqash,46.8481,74.995,-10.67,92,20,4.0,KZ,1707118584
515,el nido,11.1858,119.3956,27.78,65,89,6.1,PH,1707118585
516,badou,7.5833,0.6,26.62,19,10,1.36,TG,1707118585
517,kirakira,-10.4544,161.9205,27.64,85,93,2.44,SB,1707118585
518,i-n-salah,27.1935,2.4607,12.52,46,0,8.56,DZ,1707118585
519,ar ruseris,11.8659,34.3869,28.1,21,5,4.72,SD,1707118585
520,huanuni,-18.2667,-66.85,3.14,74,50,2.09,BO,1707118586
521,delijan,33.9905,50.6838,3.85,46,13,3.29,IR,1707118586
522,baalbek,34.0058,36.2181,4.82,88,89,6.87,LB,1707118586
523,poronaysk,49.2167,143.1167,-17.54,96,17,1.67,RU,1707118587
524,clinton,42.587,-82.9199,-0.55,89,100,4.12,US,1707118587
525,ellsworth,44.5434,-68.4195,-4.66,53,0,5.66,US,1707118587
526,lagoa,39.05,-27.9833,15.94,93,100,9.03,PT,1707118587
527,amahai,-3.3333,128.9167,28.67,76,81,1.41,ID,1707118587
528,peskovka,59.0448,52.3606,-11.41,94,100,4.7,RU,1707118588
529,punalur,9.0,76.9333,35.01,25,6,4.06,IN,1707118588
530,khoyniki,51.8911,29.9552,2.11,89,100,5.37,BY,1707118588
531,kokopo,-4.352,152.2633,27.59,84,100,2.94,PG,1707118588
532,maceio,-9.6658,-35.7353,24.69,100,20,0.51,BR,1707118588
533,tidjikja,18.5564,-11.4271,17.85,12,99,7.17,MR,1707118589
534,kaa-khem,51.6833,94.7333,-20.89,94,100,1.21,RU,1707118589
535,castillos,-34.1667,-53.8333,17.62,80,2,2.39,UY,1707118589
536,aykhal,66.0,111.5,-24.55,87,91,2.88,RU,1707118590
537,nouadhibou,20.931,-17.0347,18.99,32,4,6.69,MR,1707118590
538,kibaya,-5.3,36.5667,22.48,65,96,4.04,TZ,1707118590
539,espanola,35.9911,-106.0806,2.3,48,2,1.18,US,1707118590
540,pushkino,56.0172,37.8667,-1.84,96,100,2.05,RU,1707118590
541,"laikit, laikit ii (dimembe)",1.4792,124.9735,28.47,70,40,2.57,ID,1707118591
542,tanjung pandan,-2.75,107.65,29.16,69,92,4.46,ID,1707118591
543,gazojak,41.1875,61.4036,9.0,44,14,5.8,TM,1707118591
544,kostomuksha,64.571,30.5767,-11.09,95,100,4.02,RU,1707118591
545,tara,56.8944,74.371,-5.41,94,100,4.65,RU,1707118591
546,juneau,58.3019,-134.4197,3.0,95,100,3.6,US,1707118302
547,bel ombre,-4.6167,55.4167,31.91,62,20,4.63,SC,1707118592
548,aripuana,-9.1667,-60.6333,21.86,99,100,1.05,BR,1707118592
549,matoury,4.8483,-52.3317,24.98,100,40,1.54,GF,1707118592
550,prince albert,53.2001,-105.7677,-3.03,93,100,5.14,CA,1707118593
551,mamburao,13.25,120.6667,28.97,63,85,3.44,PH,1707118593
552,calvinia,-31.4707,19.776,16.9,77,20,2.06,ZA,1707118593
553,nesebar,42.7833,27.7333,8.49,64,54,6.36,BG,1707118593
554,sidney,-33.8679,151.2073,29.21,82,75,4.12,AU,1707118479
555,idri,27.5,13.2667,11.72,46,0,1.72,LY,1707118594
556,hinna,10.3043,11.4991,22.93,25,26,5.01,NG,1707118594
557,palikir - national government center,6.9248,158.1611,27.41,78,75,3.6,FM,1707118594
558,zhangye,38.9342,100.4517,-1.1,50,0,2.38,CN,1707118594
559,inari,68.906,27.0288,-6.89,99,100,1.55,FI,1707118594
560,ujae,8.9322,165.7642,26.75,73,24,10.42,MH,1707118595
561,kragero,58.8693,9.4149,1.36,53,94,7.58,NO,1707118595
562,acajutla,13.5928,-89.8275,24.53,87,28,5.24,SV,1707118595
563,willowmore,-33.2926,23.4895,28.22,32,0,0.39,ZA,1707118595
564,bandarbeyla,9.4942,50.8122,27.7,59,21,7.41,SO,1707118595
565,kushiro,42.975,144.3747,-4.47,50,20,5.14,JP,1707118596
566,ceelbuur,4.685,46.6176,31.53,36,35,8.25,SO,1707118596
567,wulingyuan,29.3494,110.5441,-0.46,93,100,1.29,CN,1707118596
568,bac lieu,9.285,105.7244,29.97,62,75,6.73,VN,1707118596
569,pimentel,-6.8367,-79.9342,25.16,73,100,2.06,PE,1707118597
570,thief river falls,48.1191,-96.1812,-1.04,100,100,3.09,US,1707118597
571,xapuri,-10.6517,-68.5044,21.97,98,14,0.57,BR,1707118597
572,faya-largeau,17.9257,19.1043,16.94,25,89,10.8,TD,1707118597
573,bam,29.106,58.357,13.8,23,0,3.26,IR,1707118597
574,nantucket,41.2835,-70.0995,1.06,55,0,9.26,US,1707118598
575,sola,-13.8833,167.55,28.68,80,67,6.73,VU,1707118598
576,merowe,18.4833,31.8167,19.72,21,54,7.68,SD,1707118598
577,nadym,65.5333,72.5167,-21.34,97,60,3.02,RU,1707118598
578,sodra sandby,56.5667,16.6167,3.92,76,87,9.84,SE,1707118599
